PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,PLMI,WEIGHT(KG),HEIGHT(CM)
P.J. Tucker,MIL,36,52,27,25,26.1,3.7,1.3,3.4,37.3,0.8,2.3,33.6,0.4,0.5,75,1,2.9,3.9,1.2,0.8,0.8,0.4,2.4,12.8,0,0,-3.4,111,196
P.J. Washington,CHA,22,64,31,33,30.5,12.9,4.7,10.7,44,1.8,4.5,38.6,1.7,2.3,74.5,1.5,5.1,6.5,2.5,2,1.1,1.2,2.7,29.4,10,0,0.5,104,201
Pascal Siakam,TOR,27,56,21,35,35.8,21.4,7.8,17.2,45.5,1.3,4.4,29.7,4.4,5.4,82.7,1.7,5.5,7.2,4.5,2.3,1.1,0.7,3.1,39.8,13,1,2.3,104,206
Pat Connaughton,MIL,28,69,44,25,22.8,6.8,2.4,5.6,43.4,1.5,3.9,37.1,0.4,0.6,77.5,0.9,3.9,4.8,1.2,0.5,0.7,0.3,1.4,17,0,0,3.2,95,196
Patrick Beverley,LAC,32,37,25,12,22.5,7.5,2.5,5.9,42.3,1.5,3.8,39.7,1,1.2,80,0.8,2.4,3.2,2.1,0.9,0.8,0.8,2.9,18.2,0,0,4,82,185
Patrick Patterson,LAC,32,38,26,12,15.3,5.2,1.9,4.3,43.6,1.1,2.9,35.7,0.3,0.4,76.5,0.5,1.5,2,0.8,0.3,0.4,0.2,1.2,10.1,0,0,0.6,107,203
Patrick Williams,CHI,19,71,30,41,27.9,9.2,3.6,7.4,48.3,0.8,1.9,39.1,1.3,1.8,72.8,0.9,3.7,4.6,1.4,1.4,0.9,0.6,1.8,20.1,3,0,-4.1,98,201
Patty Mills,SAS,32,68,31,37,24.8,10.8,3.7,9,41.2,2.4,6.3,37.5,1,1.1,91,0.3,1.4,1.7,2.4,1,0.6,0,1.2,17.5,0,0,0.4,82,185
Paul George,LAC,31,54,38,16,33.7,23.3,8.2,17.6,46.7,3.2,7.7,41.1,3.7,4.2,86.8,0.8,5.8,6.6,5.2,3.3,1.1,0.4,2.4,40.5,9,0,8,100,203
Paul Millsap,DEN,36,56,38,18,20.8,9,3.4,7.2,47.6,0.9,2.6,34.3,1.3,1.8,72.4,1.4,3.3,4.7,1.8,0.9,0.9,0.6,2,21,2,0,1.8,117,201
Paul Watson,TOR,26,27,13,14,11,4.1,1.4,3,46.3,1.1,2.4,46.9,0.2,0.3,62.5,0.1,1.5,1.7,0.6,0.3,0.2,0.1,1.3,7.7,0,0,-0.1,95,198
Payton Pritchard,BOS,23,66,33,33,19.2,7.7,2.8,6.3,44,1.5,3.8,41.1,0.6,0.7,88.9,0.5,1.9,2.4,1.8,0.8,0.6,0.1,1.6,14.6,0,0,0.6,88,185
Quinn Cook,CLE,28,23,13,10,6.8,3.3,1.3,3,42.6,0.5,1.1,42.3,0.3,0.3,87.5,0.1,0.7,0.7,0.8,0.3,0.2,0,0.4,5.7,0,0,-0.4,82,185
Quinndary Weatherspoon,SAS,24,20,8,12,6.1,2.3,0.8,1.8,45.7,0.1,0.3,16.7,0.7,0.8,81.3,0.2,0.4,0.6,0.4,0.5,0.4,0.1,0.9,4.6,0,0,-3,93,191
R.J. Hampton,ORL,20,51,20,31,17.4,6.9,2.7,6.1,43.5,0.5,1.7,31,1.1,1.6,67.1,0.6,2.9,3.5,1.7,1,0.4,0.2,1.2,14.5,3,0,-5.6,79,193
Rajon Rondo,LAC,35,45,28,17,17.1,5.4,2.1,4.8,44.2,0.8,2,40.4,0.4,0.4,94.1,0.4,2,2.4,4.4,1.8,0.8,0.1,1.2,15.9,0,0,0.5,82,185
Raul Neto,WAS,29,64,30,34,21.9,8.7,3.3,7,46.8,1,2.6,39,1.2,1.3,88.2,0.4,2,2.4,2.3,0.8,1.1,0.1,1.7,17.9,0,0,-0.3,82,185
Rayjon Tucker,PHI,23,14,8,6,4.9,2.4,0.6,1.3,50,0.1,0.5,28.6,1,1.4,73.7,0.1,0.7,0.8,0.4,0.3,0.1,0,0.6,4.2,0,0,-0.9,95,191
Reggie Bullock,NYK,30,65,38,27,30,10.9,3.8,8.6,44.2,2.5,6.1,41,0.8,0.8,90.9,0.2,3.2,3.4,1.5,0.7,0.8,0.2,2.2,19.5,0,0,1.6,93,198
Reggie Jackson,LAC,31,67,43,24,23,10.7,3.9,8.7,45,1.8,4.2,43.3,1,1.2,81.7,0.4,2.5,2.9,3.1,1.1,0.6,0.1,1.9,19.7,0,0,3.7,94,188
Reggie Perry,BKN,21,26,18,8,8.1,3,1.2,3,41,0.2,0.8,19,0.4,0.5,76.9,1,1.8,2.8,0.5,0.6,0.2,0.2,1.5,8,1,0,-1.4,113,203
Ricky Rubio,MIN,30,68,23,45,26.1,8.6,2.8,7.3,38.8,1,3.1,30.8,1.9,2.2,86.7,0.4,2.9,3.3,6.4,1.6,1.4,0.1,2,24.9,4,0,-2.7,86,191
RJ Barrett,NYK,21,72,41,31,34.9,17.6,6.5,14.7,44.1,1.7,4.3,40.1,2.9,3.8,74.6,0.9,4.8,5.8,3,1.9,0.7,0.3,2.6,30.1,5,0,1.9,97,198
Robert Covington,POR,30,70,42,28,32,8.5,2.9,7.3,40.1,1.9,5.1,37.9,0.7,0.9,80.6,0.9,5.8,6.7,1.7,0.9,1.4,1.2,2.8,26,6,0,2.9,95,201
Robert Franks,ORL,24,7,0,7,14.4,6.1,1.9,4,46.4,0.7,2.1,33.3,1.7,1.9,92.3,0.9,1.1,2,0.7,0.3,0.4,0.4,1.1,11.9,0,0,-3.6,102,201
Robert Woodard II,SAC,21,13,3,10,3.5,1.5,0.6,1.5,40,0.1,0.5,16.7,0.2,0.6,37.5,0.3,0.9,1.2,0.2,0.1,0,0.2,0.3,3.9,0,0,0.8,107,198
Robin Lopez,WAS,33,71,34,37,19.1,9,3.8,6,63.3,0.1,0.3,27.8,1.4,1.9,72.3,2,1.8,3.8,0.8,1.1,0.2,0.6,1.5,16.2,3,0,-0.2,127,213
Rodions Kurucs,MIL,23,21,10,11,5.9,1.5,0.5,1.5,34.4,0.3,1,28.6,0.1,0.2,75,0.2,0.9,1.1,0.5,0.6,0.4,0.2,0.8,4.7,0,0,-0.1,103,206
Rodney Hood,TOR,28,55,29,26,17.1,4.5,1.7,4.7,36.2,0.6,2.1,30.1,0.4,0.5,85.7,0.4,1.5,1.9,1,0.7,0.4,0.1,1.3,9.2,0,0,-2.4,94,203
Rodney McGruder,DET,29,16,3,13,12.1,5.7,2.3,4.4,52.9,0.7,1.5,45.8,0.4,0.5,75,0.5,0.9,1.4,1,0.4,0.5,0.1,0.8,10.1,0,0,-1.1,93,193
Romeo Langford,BOS,21,18,9,9,15.7,3.1,1.2,3.3,35.6,0.3,1,27.8,0.5,0.7,75,0.7,1.3,1.9,0.7,0.6,0.3,0.3,1.3,7.8,0,0,-3.7,98,193
Royce O'Neale,UTA,28,71,51,20,31.6,7,2.5,5.5,44.4,1.5,3.9,38.5,0.5,0.6,84.8,1.2,5.6,6.8,2.5,1.2,0.8,0.5,2.6,21.6,3,0,6.6,103,193
Rudy Gay,SAS,34,63,29,34,21.6,11.4,4.2,10,42,1.7,4.4,38.1,1.3,1.6,80.4,0.7,4.1,4.8,1.4,1,0.7,0.6,1.8,22.2,1,0,2.1,113,203
Rui Hachimura,WAS,23,57,29,28,31.5,13.8,5.4,11.4,47.8,0.8,2.4,32.8,2.2,2.8,77,0.9,4.6,5.5,1.4,1.2,0.8,0.1,2.1,24.1,3,0,-1.9,104,203
Russell Westbrook,WAS,32,65,30,35,36.4,22.2,8.4,19,43.9,1.3,4.2,31.5,4.2,6.4,65.6,1.7,9.9,11.5,11.7,4.8,1.4,0.4,2.9,54.1,59,38,-1.4,91,191
Ryan Arcidiacono,CHI,27,44,20,24,10.2,3.1,1.1,2.7,41.9,0.6,1.5,37.3,0.3,0.5,65,0.1,1.4,1.5,1.3,0.2,0.2,0,1.1,7.2,0,0,0.2,88,191
Saben Lee,DET,22,48,14,34,16.3,5.6,2.1,4.4,47.1,0.2,0.5,34.8,1.3,1.9,68.5,0.4,1.6,2,3.6,1.1,0.7,0.3,1.6,15.1,0,0,-1.9,83,188
Saddiq Bey,DET,22,70,19,51,27.3,12.2,4,9.9,40.4,2.5,6.6,38,1.8,2.1,84.4,0.6,3.9,4.5,1.4,0.9,0.7,0.2,1.6,21.7,3,0,-3,98,201
Sam Merrill,MIL,25,30,18,12,7.8,3,1.1,2.4,44.4,0.7,1.6,44.7,0.1,0.1,100,0.2,0.8,1,0.7,0.3,0.3,0,0.6,5.8,0,0,-1.3,93,193
Sean McDermott,MEM,24,18,10,8,8.8,2.2,0.7,1.8,39.4,0.3,1.2,22.7,0.4,0.4,100,0.3,0.7,1.1,0.2,0.2,0.1,0.2,0.4,4.4,0,0,-3.2,88,198
Sekou Doumbouya,DET,20,56,15,41,15.5,5.1,1.9,5,37.9,0.5,2.1,22.6,0.8,1.1,70.3,0.7,1.9,2.6,0.8,0.8,0.4,0.2,1.7,10.4,0,0,-2.4,104,203
Semi Ojeleye,BOS,26,56,28,28,17,4.6,1.6,3.9,40.3,1,2.8,36.7,0.4,0.6,75,0.6,2.1,2.6,0.7,0.4,0.3,0,1,9.3,0,0,0.1,109,198
Serge Ibaka,LAC,31,41,24,17,23.3,11.1,4.5,8.9,51,1,2.8,33.9,1,1.3,81.1,1.8,4.9,6.7,1.8,1.1,0.2,1.1,1.9,24.9,5,0,3.8,107,208
Seth Curry,PHI,30,57,39,18,28.7,12.5,4.5,9.7,46.7,2.2,4.9,45,1.2,1.4,89.6,0.2,2.2,2.4,2.7,1.1,0.8,0.1,1.7,21,0,0,5.6,84,188
Shai Gilgeous-Alexander,OKC,22,35,16,19,33.7,23.7,8.2,16.1,50.8,2,4.9,41.8,5.3,6.5,80.8,0.5,4.2,4.7,5.9,3,0.8,0.7,2,39.5,3,0,-5.3,82,198
Shake Milton,PHI,24,63,46,17,23.2,13,4.8,10.6,45,1.1,3.2,35,2.3,2.8,83,0.5,1.8,2.3,3.1,1.6,0.6,0.3,2.1,21.5,0,0,2.1,93,196
Shaquille Harrison,DEN,27,34,27,7,9.8,2.1,0.8,2.3,33.3,0.1,0.5,18.8,0.5,0.6,81.8,0.2,1.2,1.4,0.7,0.3,0.5,0.1,1,6.6,0,0,-2.2,86,201
Sindarius Thornwell,ORL,26,21,7,14,10.3,2,0.7,2.2,32.6,0.3,1.1,30.4,0.2,0.4,50,0.1,0.7,0.9,1,0.3,0.6,0.1,0.7,6.3,0,0,-0.4,98,193
Skylar Mays,ATL,23,33,19,14,8.2,3.8,1.3,3,44.9,0.4,1.2,35,0.7,0.8,88,0.3,0.8,1.1,0.9,0.3,0.4,0.1,0.5,7.6,0,0,0.4,93,193
Solomon Hill,ATL,30,71,41,30,21.3,4.5,1.5,4.2,35.9,1,3,32.1,0.5,0.6,76.1,0.6,2.4,3,1.1,0.6,0.7,0.2,1.6,11.7,0,0,0.4,103,198
Spencer Dinwiddie,BKN,28,3,2,1,21.4,6.7,2,5.3,37.5,0.7,2.3,28.6,2,2,100,0,4.3,4.3,3,1.7,0.7,0.3,1.3,17.7,0,0,14,98,196
Stanley Johnson,TOR,25,61,25,36,16.5,4.4,1.5,3.8,38.2,0.7,2.2,32.8,0.7,0.9,80,0.5,2,2.5,1.5,0.9,0.9,0.3,1.9,12.1,2,0,-2.6,110,198
Stephen Curry,GSW,33,63,37,26,34.2,32,10.4,21.7,48.2,5.3,12.7,42.1,5.7,6.3,91.6,0.5,5,5.5,5.8,3.4,1.2,0.1,1.9,47.9,8,0,3.9,84,191
Sterling Brown,HOU,26,51,14,37,24.1,8.2,2.9,6.6,44.8,1.8,4.2,42.3,0.5,0.6,80.6,0.7,3.6,4.4,1.4,0.8,0.7,0.2,1.9,17.7,2,0,-3,99,196
Svi Mykhailiuk,OKC,24,66,13,53,20.1,8.5,3.2,7.7,41.1,1.6,4.8,33.4,0.6,0.8,76,0.4,2.1,2.5,1.7,1.3,0.8,0.2,1,15.5,0,0,-3.5,93,201
T.J. McConnell,IND,29,69,33,36,26,8.6,4,7.1,55.9,0.2,0.7,31.3,0.5,0.7,68.8,0.8,2.9,3.7,6.6,2,1.9,0.3,1.6,27.6,5,1,1,86,185
Taj Gibson,NYK,36,45,29,16,20.8,5.4,2.2,3.5,62.7,0.1,0.3,20,0.9,1.2,72.7,2.2,3.4,5.6,0.8,0.5,0.7,1.1,2.2,18.1,0,0,2.9,105,206
Talen Horton-Tucker,LAL,20,65,39,26,20.1,9,3.4,7.5,45.8,0.6,2,28.2,1.5,2,77.5,0.4,2.2,2.6,2.8,1.6,1,0.3,2,18.6,4,0,0.2,106,193
Taurean Prince,CLE,27,41,15,26,22.1,9.5,3.2,8,40.1,1.5,3.8,40,1.6,1.9,85.5,0.5,3,3.5,1.9,1.1,0.7,0.6,1.8,19,0,0,-3.1,99,201
Terance Mann,LAC,24,67,45,22,18.9,7,2.7,5.2,50.9,0.6,1.4,41.8,1.2,1.4,83,0.8,2.8,3.6,1.6,0.6,0.4,0.2,1.9,15,2,0,0.5,98,196
Terence Davis,SAC,24,61,26,35,17.6,8.7,3.2,7.5,42.8,1.6,4.4,36.7,0.7,0.9,81.8,0.3,2.2,2.5,1.4,1,0.7,0.2,1.6,15.6,0,0,-1.1,91,193
Terrence Ross,ORL,30,46,16,30,29.3,15.6,5.5,13.4,41.2,1.9,5.7,33.7,2.6,3,87,0.3,3.1,3.4,2.3,1.6,1,0.5,1.9,26.1,0,0,-5.1,93,198
Terry Rozier,CHA,27,69,32,37,34.5,20.4,7.4,16.4,45,3.2,8.3,38.9,2.4,2.9,81.7,0.7,3.7,4.4,4.2,1.9,1.3,0.4,1.7,35.1,5,0,-1.3,86,185
Thaddeus Young,CHI,33,68,30,38,24.3,12.1,5.4,9.7,55.9,0.2,0.7,26.7,1,1.7,62.8,2.5,3.8,6.2,4.3,2,1.1,0.6,2.2,29,7,0,2.1,107,203
Thanasis Antetokounmpo,MIL,28,57,37,20,9.7,2.9,1.2,2.4,48.9,0.1,0.5,24.1,0.4,0.9,51,0.9,1.2,2.2,0.8,0.8,0.4,0.2,1.3,7.7,1,0,-0.2,99,198
Theo Maledon,OKC,20,65,20,45,27.3,10.1,3.5,9.4,36.8,1.6,4.8,33.5,1.6,2.1,74.8,0.4,2.9,3.2,3.5,2.2,0.9,0.2,1.9,20.2,1,0,-9.6,79,193
Thomas Bryant,WAS,23,10,2,8,27.1,14.3,5.9,9.1,64.8,0.9,2.1,42.9,1.6,2.4,66.7,1.8,4.3,6.1,1.5,1.1,0.4,0.8,3.1,26.4,1,0,-1.4,112,208
Tim Hardaway Jr.,DAL,29,70,42,28,28.4,16.6,5.8,13,44.7,3,7.6,39.1,2,2.5,81.6,0.3,3,3.3,1.8,0.9,0.4,0.2,1.6,24.1,0,0,1,93,196
Timothe Luwawu-Cabarrot,BKN,26,58,38,20,18.1,6.4,2.2,6.1,36.5,1.3,4.1,31.4,0.6,0.7,81.4,0.5,1.7,2.2,1.2,0.7,0.6,0.1,1.7,12.1,0,0,-0.4,100,201
Tobias Harris,PHI,28,62,44,18,32.5,19.5,7.6,14.9,51.2,1.3,3.4,39.4,2.9,3.3,89.2,1,5.8,6.8,3.5,1.7,0.9,0.8,1.9,36.4,11,0,5.2,103,203
Tomas Satoransky,CHI,29,58,25,33,22.5,7.7,2.9,5.7,51.4,0.7,2,35.6,1.2,1.4,84.8,0.5,1.9,2.4,4.7,1.7,0.7,0.2,1.5,18.8,1,0,0,95,201
Tony Snell,ATL,29,47,29,18,21.1,5.3,1.9,3.6,51.5,1.3,2.3,56.9,0.2,0.2,100,0.4,2,2.4,1.3,0.4,0.3,0.2,1.6,11.1,0,0,1.4,97,198
Torrey Craig,PHX,30,50,33,17,16.1,5.5,2.2,4.5,48,0.8,2.1,36.8,0.3,0.4,77.3,1.1,2.8,3.9,1,0.5,0.6,0.5,1.7,14.5,2,0,-1.9,100,201
Trae Young,ATL,22,63,36,27,33.7,25.3,7.7,17.7,43.8,2.2,6.3,34.3,7.7,8.7,88.6,0.6,3.3,3.9,9.4,4.1,0.8,0.2,1.8,43.1,28,0,4.2,82,185
Tre Jones,SAS,21,37,15,22,7.3,2.5,1,2.1,47.4,0.1,0.1,60,0.5,0.5,89.5,0.2,0.4,0.6,1.1,0.4,0.2,0,0.4,5.1,0,0,-2.2,84,185
Tremont Waters,BOS,23,26,13,13,9.1,3.8,1.3,3.2,40.5,0.6,1.5,39.5,0.6,0.7,94.1,0.2,0.6,0.8,2.4,1,0.6,0,0.7,9.2,0,0,-0.4,79,178
Trent Forrest,UTA,23,30,22,8,10.1,2.9,1.1,2.4,45.1,0.2,0.9,19.2,0.6,0.6,100,0.4,1.1,1.5,1.5,0.7,0.3,0.1,0.7,7.5,0,0,-1.6,95,193
Trevor Ariza,MIA,36,30,17,13,28,9.4,3.3,8,41.1,1.7,4.8,35,1.1,1.5,77.3,0.9,3.9,4.8,1.8,0.7,1,0.6,1.8,22.1,1,0,1.3,98,203
Trey Burke,DAL,28,62,35,27,14.7,6.6,2.4,5.7,42.8,0.9,2.6,35.4,0.8,0.9,89.5,0.2,0.7,0.9,1.3,0.5,0.6,0.1,1,11.2,0,0,0.2,84,183
Trey Lyles,SAS,25,23,10,13,15.6,5,1.9,3.9,47.8,0.6,1.7,35,0.7,1,65.2,0.4,3.3,3.7,0.6,0.3,0.3,0,0.6,11.1,1,0,-4.7,106,206
Troy Brown Jr.,CHI,21,34,10,24,15.4,4.7,1.8,4.2,43.1,0.6,2.1,31.4,0.4,0.6,71.4,0.6,2.5,3.1,0.9,0.6,0.3,0.2,1.4,10.5,0,0,0.8,98,198
Ty Jerome,OKC,23,33,7,26,23.9,10.7,3.9,8.7,44.6,2.2,5.1,42.3,0.8,1,76.5,0.3,2.5,2.8,3.6,1.4,0.6,0.2,1.8,20.4,0,0,-4.1,88,196
Tyler Bey,DAL,23,18,11,7,3.9,1,0.4,1.2,31.8,0.1,0.2,25,0.2,0.3,60,0.4,0.6,1.1,0.2,0.2,0,0.1,0.3,2.5,0,0,-2.1,98,201
Tyler Herro,MIA,21,54,29,25,30.3,15.1,5.7,12.9,43.9,2,5.5,36,1.7,2.2,80.3,0.5,4.5,5,3.4,1.9,0.6,0.3,1.3,27.2,5,0,-1.6,88,196
Tyler Johnson,BKN,29,39,29,10,17.5,5.4,1.8,4.7,39.3,1.2,3.4,36.4,0.5,0.5,85.7,0.2,1.8,2,1.2,0.4,0.4,0,1.1,10.2,0,0,1.2,84,191
Tyrese Haliburton,SAC,21,58,25,33,30.1,13,5,10.7,47.2,2.1,5.1,40.9,0.8,1,85.7,0.7,2.3,3,5.3,1.6,1.3,0.5,1.4,28.4,5,0,-3.1,84,196
Tyrese Maxey,PHI,20,61,41,20,15.3,8,3.2,7,46.2,0.5,1.7,30.1,1,1.1,87.1,0.2,1.5,1.7,2,0.7,0.4,0.2,1.3,14.2,0,0,-0.9,91,188
Ty-Shon Alexander,PHX,22,15,11,4,3.2,0.6,0.2,0.8,25,0.1,0.6,22.2,0.1,0.1,50,0.1,0.5,0.7,0.4,0.2,0,0.1,0.1,2,0,0,-0.5,88,191
Tyus Jones,MEM,25,70,36,34,17.5,6.3,2.5,5.9,43.1,0.6,2,32.1,0.6,0.6,91.1,0.3,1.7,2,3.7,0.7,0.9,0.1,0.4,16.6,2,0,-1.2,89,183
Vernon Carey Jr.,CHA,20,19,9,10,6,2.4,0.9,1.9,50,0.1,0.4,14.3,0.5,0.6,81.8,0.3,1.1,1.4,0.1,0.3,0.1,0.3,0.7,5,0,0,-0.6,122,206
Victor Oladipo,MIA,29,33,13,20,32.7,19.8,7.1,17.5,40.8,2.4,7.2,32.6,3.2,4.2,75.4,0.4,4.5,4.8,4.6,2.5,1.4,0.4,2.5,35.4,0,0,-2.2,97,193
Vlatko Cancar,DEN,24,41,28,13,6.9,2.1,0.8,1.8,45.8,0.2,0.8,27.3,0.2,0.3,76.9,0.3,1,1.2,0.3,0.3,0.3,0,0.4,4.7,0,0,-2.5,107,203
Wayne Ellington,DET,33,46,13,33,22,9.6,3.2,7.3,44.1,2.5,6,42.2,0.6,0.8,80,0.3,1.6,1.8,1.5,0.7,0.4,0.2,1.3,15.1,0,0,-1.5,94,193
Wendell Carter Jr.,ORL,22,54,21,33,25.5,11.2,4.3,8.5,50.3,0.3,0.9,29.4,2.4,3.3,73.2,2.4,5.8,8.2,1.9,1.4,0.6,0.8,2.7,26.8,13,0,-4.5,122,208
Wenyen Gabriel,NOP,24,21,9,12,11.5,3.4,1.1,2.9,40,0.6,1.5,40.6,0.5,0.8,64.7,1,1.6,2.6,0.5,0.7,0.4,0.4,1.5,9,0,0,0.1,93,206
Wes Iwundu,NOP,26,41,17,24,13.1,2.4,0.8,2.5,33.3,0.1,1,12.2,0.6,0.8,83.9,0.4,1.8,2.2,0.4,0.5,0.4,0.1,1.2,6.6,0,0,-2.3,88,198
Wesley Matthews,LAL,34,58,33,25,19.5,4.8,1.5,4.3,35.3,1.1,3.4,33.5,0.6,0.7,85.4,0.3,1.3,1.6,0.9,0.4,0.7,0.3,1.4,10.5,0,0,0.7,100,193
Will Barton,DEN,30,56,37,19,31,12.7,4.6,10.9,42.6,1.8,4.6,38.1,1.7,2.2,78.5,0.7,3.3,4,3.2,1.7,0.9,0.4,1.7,24.6,0,0,4.1,82,198
Xavier Tillman Sr.,MEM,22,59,31,28,18.4,6.6,2.8,5.1,55.9,0.4,1.1,33.8,0.6,0.9,64.2,1.3,3.1,4.3,1.3,0.8,0.7,0.6,2,16.9,2,0,0.6,111,203
Yogi Ferrell,LAC,28,10,4,6,13.7,5.6,2,5.7,35.1,0.9,2.8,32.1,0.7,0.9,77.8,0.5,1.4,1.9,2.2,0.3,0.7,0.3,1.1,13.9,0,0,-0.1,81,183
Yuta Watanabe,TOR,26,50,24,26,14.5,4.4,1.6,3.6,43.9,0.7,1.8,40,0.5,0.6,82.8,0.7,2.5,3.2,0.8,0.4,0.5,0.4,1.1,11.7,0,0,-0.8,98,206
Zach LaVine,CHI,26,58,26,32,35.1,27.4,9.8,19.4,50.7,3.4,8.2,41.9,4.4,5.1,84.9,0.6,4.4,5,4.9,3.5,0.8,0.5,2.4,41,3,0,-0.2,91,196
Zeke Nnaji,DEN,20,42,30,12,9.5,3.2,1.2,2.5,48.1,0.6,1.4,40.7,0.3,0.4,80,0.3,1.2,1.5,0.2,0.2,0.2,0.1,0.7,6.1,0,0,-2,109,206
Zion Williamson,NOP,20,61,29,32,33.2,27,10.4,17,61.1,0.2,0.6,29.4,6,8.7,69.8,2.7,4.5,7.2,3.7,2.7,0.9,0.6,2.2,43.2,14,0,1.5,129,201
